Place FIPS,"Unincorporated, Non-Place FIPS",Geography Name,County FIPS,County Name,Total Population,Population Density (Per Sq. Mile),Area (Land),SE:A01001. Age,Under 5 Years,5 to 9 Years,10 to 14 Years,15 to 17 Years,18 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,SE:A03001. Race,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,SE:B04001. Hispanic or Latino ,Not Hispanic or Latino:,Hispanic or Latino,SE:A12001. Educational Attainment for Population 25 Years and Over,Population 25 Years and Over:,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,SE:B12001. Educational Attainment for Population 25 Years and Over (Collapsed Version),Population 25 Years and Over:.1,Less than High School.1,High School Diploma,Bachelor's Degree or Better,SE:A14001. Household Income (In 2020 Inflation Adjusted Dollars),Households:,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or More",SE:A14006. Median Household Income (In 2020 Inflation Adjusted Dollars),Median Household Income (In 2020 Inflation Adjusted Dollars),SE:A14015. Median Household Income by Tenure (In 2020 Inflation Adjusted Dollars),Median Household Income Occupied Housing Units:,Owner Occupied,Renter Occupied,SE:A14024. Per Capita Income (In 2020 Inflation Adjusted Dollars),Per Capita Income (In 2020 Inflation Adjusted Dollars),SE:A10060. Tenure,Occupied Housing Units:,Owner Occupied.1,Renter Occupied.1,SE:B10060. White vs Non-White Homeowners,Owner Occupied Housing Units:,"White Alone, Not Hispanic or Latino Homeowners ",Non-White Homeowners,SE:A10035. House Value for All Owner-Occupied Housing Units,Owner-Occupied Housing Units:,"Less than $20,000","$20,000 to $49,999","$50,000 to $99,999","$100,000 to $149,999","$150,000 to $299,999","$300,000 to $499,999","$500,000 to $749,999","$750,000 to $999,999","$1,000,000 or More",SE:A13003A. Poverty Status in 2020 for Children Under 18,Population Under 18 Years of Age for Whom Poverty Status Is Determined:,Living in Poverty,At or Above Poverty Level,SE:A13003B. Poverty Status in 2020 for Population Age 18 to 64,Population Age 18 to 64 for Whom Poverty Status  Is Determined:,Living in Poverty.1,At or Above Poverty Level.1,SE:A13003C. Poverty Status in 2020 for Population Age 65 and Over,Population Age 65 and Over for Whom Poverty  Status Is Determined:,Living in Poverty.2,At or Above Poverty Level.2,Rural Capacity (Headwaters Index),Social Vulnerability (CDC Index),Percent of Land in 500-Year Floodplain,Percent of Land in 100-Year Floodplain,Total Percent of Land at Some Level of Flood Risk
3760800,,Shallotte town,19,Brunswick ,"4,205",466.2,9.02, ,342,159,168,101,175,434,542,205,949,624,382,124,,"2,864",861,72,80,0,83,245, ,"3,990",215, ,"3,260",137,"1,004","1,310",503,234,41,31, ,"3,260",137,"2,314",809, ,"1,880",220,139,133,33,110,21,25,96,71,134,253,183,162,122,72,106, ,"$58,306 ", ,"$58,306 ","$68,818 ","$12,182 ", ,"$32,516 ", ,"1,880","1,293",587, ,"1,293","1,125",168, ,"1,293",0,0,50,258,754,193,38,0,0, ,770,287,483, ,"2,296",431,"1,865", ,"1,019",15,"1,004",72.0,0.62233459,6.869041287,14.03069139,20.89973268
3760940,,Shannon CDP,155,Robeson ,348,340.7,1.02, ,29,25,42,11,0,27,20,70,17,78,19,10,,10,177,115,0,0,46,0, ,302,46, ,241,65,99,67,10,0,0,0, ,241,65,166,10, ,116,0,9,20,58,0,9,0,0,10,0,0,0,10,0,0,0, ,"$23,750 ", ,"$23,750 ","$24,159 ",, ,"$12,107 ", ,116,97,19, ,97,10,87, ,97,10,0,59,28,0,0,0,0,0, ,94,54,40, ,134,77,57, ,107,0,107,57.0,0.91579999,0.0,23.43801638,23.43801638
3761060,,Sharpsburg town,"65, 127, 195","Edgecombe, Nash, Wilson ","1,418","1,407.00",1.01, ,128,112,120,44,40,219,162,169,216,131,53,24,,401,984,0,0,0,0,33, ,"1,399",19, ,974,236,336,272,115,15,0,0, ,974,236,608,130, ,622,91,85,23,44,70,43,25,29,46,80,5,37,14,17,0,13, ,"$27,429 ", ,"$27,429 ","$47,898 ","$25,684 ", ,"$17,774 ", ,622,265,357, ,265,128,137, ,265,59,21,101,45,29,0,10,0,0, ,404,177,227, ,806,274,532, ,208,36,172,,0.39167691,,,
3761200,,Shelby city,45,Cleveland ,"20,046",898.4,22.31, ,881,"1,071","1,379",917,"1,500","1,978","2,069","3,121","2,514","2,788","1,155",673,,"11,664","7,055",1,121,125,228,852, ,"19,431",615, ,"14,298","1,912","3,844","4,704","2,559",846,281,152, ,"14,298","1,912","8,548","3,838", ,"8,636",865,689,708,669,680,365,407,566,321,606,760,814,510,266,248,162, ,"$39,398 ", ,"$39,398 ","$59,397 ","$22,821 ", ,"$24,149 ", ,"8,636","4,966","3,670", ,"4,966","4,001",965, ,"4,966",112,211,"1,325","1,231","1,398",598,91,0,0, ,"4,159","1,349","2,810", ,"11,179","2,130","9,049", ,"4,614",554,"4,060",77.0,0.67221185,0.615056289,4.461129453,5.076185742
3761860,,Siler City town,37,Chatham,"8,159","1,356.30",6.02, ,464,898,587,423,731,"1,019","1,157",980,705,536,437,222,,"4,675","1,687",9,7,0,"1,247",534, ,"4,330","3,829", ,"5,056","1,489","1,490","1,418",411,142,54,52, ,"5,056","1,489","2,908",659, ,"2,912",187,293,228,325,145,105,200,259,189,196,223,224,66,161,29,82, ,"$38,977 ", ,"$38,977 ","$50,946 ","$31,750 ", ,"$23,403 ", ,"2,912","1,375","1,537", ,"1,375",658,717, ,"1,375",76,20,294,529,443,13,0,0,0, ,"2,303",619,"1,684", ,"4,559",924,"3,635", ,"1,051",187,864,62.0,0.8937937,0.721881669,6.359776542,7.081658212
3761920,,Silver City CDP,93,Hoke ,"1,092",731.1,1.49, ,61,130,107,18,175,42,108,23,243,111,74,0,,8,965,25,0,0,17,77, ,"1,092",0, ,601,80,287,191,29,14,0,0, ,601,80,478,43, ,430,75,24,91,0,141,16,0,0,18,48,17,0,0,0,0,0, ,"$25,791 ", ,"$25,791 ","$25,845 ","$25,313 ", ,"$12,558 ", ,430,250,180, ,250,0,250, ,250,40,17,96,0,79,0,0,0,18, ,316,316,0, ,591,278,313, ,185,24,161,6.0,0.94875912,2.971067521,14.2009685,17.17203602
3761950,,Silver Lake CDP,129,New Hanover ,"6,146","2,492.30",2.47, ,483,274,307,199,365,845,745,857,775,989,234,73,,"5,008",423,15,55,0,421,224, ,"5,420",726, ,"4,518",281,802,"2,087","1,160",93,73,22, ,"4,518",281,"2,889","1,348", ,"2,416",209,120,0,154,90,32,46,87,90,186,296,405,172,322,177,30, ,"$68,150 ", ,"$68,150 ","$83,899 ","$35,174 ", ,"$29,454 ", ,"2,416","1,825",591, ,"1,825","1,680",145, ,"1,825",354,0,111,192,747,351,70,0,0, ,"1,250",252,998, ,"3,587",680,"2,907", ,"1,296",106,"1,190",59.0,0.49036995,5.295482639,13.74416075,19.03964338
3762040,,Simpson village,147,Pitt ,462,"1,252.00",0.37, ,1,11,29,23,41,45,55,56,92,67,35,7,,236,199,4,0,0,12,11, ,444,18, ,357,46,97,140,54,11,9,0, ,357,46,237,74, ,187,10,24,10,15,6,0,0,5,7,40,9,20,14,12,13,2, ,"$56,313 ", ,"$56,313 ","$57,159 ","$55,278 ", ,"$26,537 ", ,187,155,32, ,155,83,72, ,155,3,4,48,31,69,0,0,0,0, ,64,25,39, ,289,45,244, ,109,28,81,57.0,0.1893,0.191585344,1.873605865,2.065191208
3762060,,Sims town,195,Wilson ,374,"1,954.40",0.19, ,35,34,28,1,52,46,60,60,17,32,8,1,,261,65,0,0,0,40,8, ,300,74, ,224,35,37,86,30,36,0,0, ,224,35,123,66, ,157,7,1,4,0,12,10,19,4,12,33,28,16,2,6,3,0, ,"$52,552 ", ,"$52,552 ","$54,010 ","$37,857 ", ,"$24,154 ", ,157,117,40, ,117,103,14, ,117,0,3,22,52,39,0,0,0,1, ,98,12,86, ,235,32,203, ,41,1,40,63.0,0.82789996,0.0,2.388976352,2.388976352
3762190,,Skippers Corner CDP,129,New Hanover ,"3,250",463.9,7.01, ,47,158,206,46,633,557,216,331,522,382,97,55,,"2,557",472,23,0,0,11,187, ,"3,225",25, ,"2,160",202,565,974,287,75,14,43, ,"2,160",202,"1,539",419, ,"1,073",60,65,125,9,0,93,40,49,45,203,179,56,53,38,35,23, ,"$51,485 ", ,"$51,485 ","$56,264 ","$32,438 ", ,"$22,294 ", ,"1,073",840,233, ,840,729,111, ,840,40,29,4,262,368,110,27,0,0, ,456,239,217, ,"1,692",378,"1,314", ,469,65,404,62.0,0.60323448,0.944939986,7.504128763,8.449068749
3762520,,Smithfield town,101,Johnston,"12,697","1,055.60",12.03, ,693,955,"1,002",270,803,"1,207","1,484","1,952","1,932","1,396",660,343,,"8,227","3,731",23,116,0,416,184, ,"10,598","2,099", ,"8,974","1,858","2,332","2,613","1,517",523,86,45, ,"8,974","1,858","4,945","2,171", ,"5,015",830,406,303,303,271,465,184,265,157,340,328,281,400,225,53,204, ,"$34,077 ", ,"$34,077 ","$56,300 ","$15,339 ", ,"$23,774 ", ,"5,015","2,806","2,209", ,"2,806","2,064",742, ,"2,806",14,73,608,777,"1,153",127,54,0,0, ,"2,451",766,"1,685", ,"7,123","1,924","5,199", ,"2,099",191,"1,908",77.0,0.7141553,6.23081791,27.11654715,33.34736506
3762580,,Smithtown CDP,197,Yadkin ,99,73.9,1.34, ,0,0,0,0,0,0,0,9,27,44,10,9,,99,0,0,0,0,0,0, ,99,0, ,99,56,36,7,0,0,0,0, ,99,56,43,0, ,50,0,0,0,0,5,7,24,0,4,10,0,0,0,0,0,0, ,"$38,854 ", ,"$38,854 ","$38,646 ",, ,"$19,877 ", ,50,46,4, ,46,46,0, ,46,5,0,41,0,0,0,0,0,0, ,0,0,0, ,36,0,36, ,63,0,63,,0.50143805,,,
3762680,,Sneads Ferry CDP,133,Onslow ,"2,326",612.8,3.8, ,91,147,119,27,337,190,305,243,267,230,315,55,,"2,212",0,0,94,0,0,20, ,"2,326",0, ,"1,605",189,553,604,211,41,0,7, ,"1,605",189,"1,157",259, ,"1,067",181,59,90,30,98,10,102,29,91,79,105,100,58,0,0,35, ,"$36,605 ", ,"$36,605 ","$36,201 ","$45,625 ", ,"$27,084 ", ,"1,067",808,259, ,808,788,20, ,808,79,73,56,179,323,87,0,0,11, ,384,15,369, ,"1,342",285,"1,057", ,600,156,444,57.0,0.7677,0.510771652,44.32328823,44.83405989
3762760,,Snow Hill town,79,Greene ,"2,257","1,466.90",1.54, ,138,209,197,117,191,182,302,201,291,249,130,50,,"1,043","1,016",0,0,0,27,171, ,"2,081",176, ,"1,405",236,477,535,94,51,7,5, ,"1,405",236,"1,012",157, ,884,102,141,65,85,68,48,77,18,28,43,30,59,73,29,12,6, ,"$28,100 ", ,"$28,100 ","$37,284 ","$15,771 ", ,"$17,133 ", ,884,439,445, ,439,196,243, ,439,18,13,248,99,57,4,0,0,0, ,649,296,353, ,"1,167",394,773, ,429,62,367,66.0,0.96364206,0.342852295,10.32787628,10.67072858
3763120,,Southern Pines town,125,Moore ,"14,347",837.2,17.14, ,916,"1,082",636,398,833,"2,116","1,992","1,445","1,234","1,756","1,061",878,,"11,122","1,918",31,491,126,437,222, ,"13,402",945, ,"10,482",605,"1,605","2,505","3,312","1,736",459,260, ,"10,482",605,"4,110","5,767", ,"6,188",384,363,276,278,334,220,202,181,163,326,624,830,603,333,503,568, ,"$70,549 ", ,"$70,549 ","$85,547 ","$36,221 ", ,"$42,744 ", ,"6,188","3,727","2,461", ,"3,727","3,046",681, ,"3,727",64,53,158,157,"1,402","1,345",427,75,46, ,"2,970",345,"2,625", ,"7,573","1,067","6,506", ,"3,266",385,"2,881",92.0,0.46334148,0.168230265,2.490455448,2.658685712
3763130,,Southern Shores town,55,Dare ,"2,931",742.5,3.95, ,109,97,157,117,115,259,251,241,708,488,333,56,,"2,673",71,6,12,0,0,169, ,"2,931",0, ,"2,336",36,397,535,732,438,90,108, ,"2,336",36,932,"1,368", ,"1,145",10,11,12,0,8,16,14,32,24,88,155,174,152,92,118,239, ,"$106,523 ", ,"$106,523 ","$118,095 ","$80,813 ", ,"$61,953 ", ,"1,145","1,046",99, ,"1,046","1,003",43, ,"1,046",0,0,7,14,31,531,334,65,64, ,480,55,425, ,"1,574",62,"1,512", ,877,0,877,76.0,0.02838011,48.4280237,50.78091176,99.20893546
3763240,,South Henderson CDP,181,Vance ,"1,055",585.4,1.8, ,106,44,78,40,85,101,206,99,119,98,53,26,,282,616,20,0,0,137,0, ,846,209, ,702,205,278,144,35,40,0,0, ,702,205,422,75, ,383,103,48,23,55,16,27,0,12,0,20,48,11,20,0,0,0, ,"$22,083 ", ,"$22,083 ","$22,813 ","$18,958 ", ,"$12,016 ", ,383,182,201, ,182,41,141, ,182,71,29,78,4,0,0,0,0,0, ,247,137,110, ,610,249,361, ,177,26,151,49.0,0.981618,0.0,0.981685188,0.981685188
3763340,,South Mills CDP,29,Camden ,391,218.3,1.79, ,0,138,0,0,0,61,0,118,57,11,6,0,,380,11,0,0,0,0,0, ,391,0, ,253,5,140,108,0,0,0,0, ,253,5,248,0, ,156,0,0,6,0,67,5,0,0,0,0,25,0,6,26,0,21, ,, ,,,, ,"$31,827 ", ,156,110,46, ,110,105,5, ,110,0,5,6,67,32,0,0,0,0, ,138,138,0, ,236,103,133, ,17,0,17,,0.42446806,2.091957143,85.4431909,87.53514804
3763360,,Southmont CDP,57,Davidson ,"1,165",255.4,4.56, ,11,44,54,0,91,78,163,84,246,138,208,48,,"1,098",67,0,0,0,0,0, ,"1,165",0, ,965,100,281,212,291,35,46,0, ,965,100,493,372, ,664,99,0,112,0,0,0,17,118,13,37,111,96,61,0,0,0, ,"$42,667 ", ,"$42,667 ","$42,667 ",, ,"$29,759 ", ,664,664,0, ,664,597,67, ,664,0,0,213,134,153,131,22,11,0, ,109,0,109, ,662,23,639, ,394,87,307,,0.16382402,0.0,32.36832099,32.36832099
3763400,,Southport city,19,Brunswick ,"3,860",968,3.99, ,160,188,119,59,162,283,278,379,647,"1,149",328,108,,"3,380",451,0,0,0,0,29, ,"3,813",47, ,"3,172",195,835,"1,248",567,245,61,21, ,"3,172",195,"2,083",894, ,"1,629",115,17,64,63,78,89,118,35,54,164,165,332,135,43,104,53, ,"$62,663 ", ,"$62,663 ","$67,939 ","$37,083 ", ,"$43,955 ", ,"1,629","1,323",306, ,"1,323","1,190",133, ,"1,323",8,5,29,57,771,320,77,23,33, ,526,29,497, ,"1,722",168,"1,554", ,"1,430",34,"1,396",72.0,0.29044576,8.350515451,23.26234863,31.61286408
3763470,,South Rosemary CDP,83,Halifax ,"2,831",462.6,6.12, ,215,96,324,51,222,386,179,442,306,321,233,56,,971,"1,860",0,0,0,0,0, ,"2,831",0, ,"1,923",512,776,460,162,13,0,0, ,"1,923",512,"1,236",175, ,"1,212",196,177,165,20,101,58,160,42,81,36,0,24,0,65,87,0, ,"$27,962 ", ,"$27,962 ","$32,414 ","$11,879 ", ,"$17,606 ", ,"1,212",698,514, ,698,374,324, ,698,64,58,252,130,194,0,0,0,0, ,686,579,107, ,"1,535",611,924, ,610,166,444,5.0,0.83061592,0.234971854,3.225001321,3.459973175
3763560,,South Weldon CDP,83,Halifax ,827,"1,899.20",0.44, ,44,172,99,5,70,176,135,39,49,22,5,11,,48,779,0,0,0,0,0, ,827,0, ,437,15,322,92,8,0,0,0, ,437,15,414,8, ,291,70,19,5,17,21,11,74,0,0,0,66,0,8,0,0,0, ,"$35,095 ", ,"$35,095 ","$31,705 ","$35,227 ", ,"$12,013 ", ,291,45,246, ,45,27,18, ,45,0,11,24,10,0,0,0,0,0, ,320,118,202, ,469,147,322, ,38,10,28,46.0,0.94539997,15.2207844,4.045527431,19.26631183
3763680,,Sparta town,5,Alleghany ,"1,878",799.5,2.35, ,102,152,71,62,122,224,143,209,280,222,216,75,,"1,704",42,4,8,1,19,100, ,"1,657",221, ,"1,369",365,485,303,96,117,3,0, ,"1,369",365,788,216, ,900,64,125,95,54,66,112,77,44,34,63,91,28,27,0,9,11, ,"$32,347 ", ,"$32,347 ","$39,659 ","$17,188 ", ,"$20,389 ", ,900,531,369, ,531,431,100, ,531,0,21,156,105,191,58,0,0,0, ,387,187,200, ,944,211,733, ,439,70,369,55.0,0.87085961,0.715136856,5.820709768,6.535846624
3763720,,Speed town,65,Edgecombe ,83,293.2,0.28, ,0,0,0,4,5,0,6,15,3,32,14,4,,19,64,0,0,0,0,0, ,83,0, ,74,11,36,27,0,0,0,0, ,74,11,63,0, ,42,4,12,0,8,1,5,0,0,2,3,0,3,4,0,0,0, ,"$21,563 ", ,"$21,563 ","$22,031 ",, ,"$18,160 ", ,42,37,5, ,37,7,30, ,37,0,19,17,0,0,0,1,0,0, ,4,4,0, ,29,9,20, ,50,0,50,53.0,0.65340001,1.904773521,20.39905315,22.30382667
3763760,,Spencer town,159,Rowan ,"3,227","1,043.80",3.09, ,158,151,226,81,252,535,384,521,318,400,175,26,,"1,756","1,231",0,74,0,17,149, ,"3,106",121, ,"2,359",512,758,634,331,84,40,0, ,"2,359",512,"1,392",455, ,"1,167",145,48,61,79,16,28,32,7,35,230,227,114,58,61,13,13, ,"$54,556 ", ,"$54,556 ","$60,667 ",, ,"$25,271 ", ,"1,167",696,471, ,696,481,215, ,696,13,19,249,200,196,19,0,0,0, ,616,129,487, ,"1,997",434,"1,563", ,555,85,470,67.0,0.81896102,0.0,5.393595192,5.393595192
3763780,,Spencer Mountain town,71,Gaston ,0,0,0.49, ,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0, ,0,0, ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,, ,,,, ,, ,0,0,0, ,0,0,0, ,0,0,0,0,0,0,0,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,0.67582122,2.837956675,24.19483621,27.03279288
3763880,,Spindale town,161,Rutherford ,"4,193",774.6,5.41, ,54,140,208,93,588,430,547,763,604,651,79,36,,"2,729","1,225",0,76,7,17,139, ,"4,107",86, ,"3,110",593,951,965,447,134,20,0, ,"3,110",593,"1,916",601, ,"1,746",120,126,214,279,118,74,83,119,50,159,142,90,91,74,7,0, ,"$30,755 ", ,"$30,755 ","$46,541 ","$23,309 ", ,"$18,199 ", ,"1,746",907,839, ,907,658,249, ,907,9,144,393,192,162,7,0,0,0, ,479,54,425, ,"2,698",261,"2,437", ,747,151,596,57.0,0.73288096,0.0,1.120138676,1.120138676
3763920,,Spivey's Corner CDP,163,Sampson ,335,43.1,7.77, ,0,0,25,59,34,19,20,77,31,27,43,0,,315,0,0,0,0,20,0, ,296,39, ,217,29,94,31,63,0,0,0, ,217,29,125,63, ,83,0,0,0,0,0,0,0,19,0,0,8,6,0,0,21,29, ,, ,,,, ,"$39,846 ", ,83,83,0, ,83,83,0, ,83,0,0,0,0,76,7,0,0,0, ,84,0,84, ,181,0,181, ,70,0,70,51.0,0.73735631,0.0,4.30359291,4.30359291
3764000,,Spout Springs CDP,85,Harnett ,"9,879","1,151.60",8.58, ,"1,389",774,631,453,400,"2,087","1,574","1,431",517,383,221,19,,"5,920","1,931",16,797,0,101,"1,114", ,"8,698","1,181", ,"6,232",172,734,"2,316","1,821",780,243,166, ,"6,232",172,"3,050","3,010", ,"3,163",129,44,49,17,28,28,99,84,19,162,294,784,416,296,333,381, ,"$94,176 ", ,"$94,176 ","$98,012 ","$84,912 ", ,"$35,930 ", ,"3,163","2,196",967, ,"2,196","1,381",815, ,"2,196",104,0,31,69,"1,540",380,59,13,0, ,"3,247",412,"2,835", ,"6,009",307,"5,702", ,623,0,623,,0.27263522,0.0,10.12441285,10.12441285
3764050,,Springdale CDP,71,Gaston ,"1,237","1,744.10",0.71, ,53,51,32,51,99,289,39,248,118,157,78,22,,"1,142",82,0,0,0,13,0, ,"1,185",52, ,951,224,335,307,70,15,0,0, ,951,224,642,85, ,497,13,22,26,23,28,52,21,65,20,90,62,22,33,7,5,8, ,"$44,886 ", ,"$44,886 ","$48,833 ","$43,657 ", ,"$22,420 ", ,497,384,113, ,384,337,47, ,384,3,18,141,152,70,0,0,0,0, ,187,5,182, ,793,72,721, ,257,15,242,,0.42660986,0.24376777,3.227293914,3.471061684
3764160,,Spring Hope town,127,Nash ,"1,459",964.4,1.51, ,68,50,107,79,140,181,89,136,192,213,149,55,,616,665,60,0,8,48,62, ,"1,393",66, ,"1,015",235,209,418,113,31,7,2, ,"1,015",235,627,153, ,621,73,36,59,68,43,40,41,27,23,55,29,28,76,3,20,0, ,"$33,482 ", ,"$33,482 ","$50,577 ","$26,080 ", ,"$20,862 ", ,621,274,347, ,274,171,103, ,274,5,22,82,135,23,3,0,0,4, ,304,6,298, ,738,99,639, ,417,67,350,57.0,0.74360001,,,
3764180,,Spring Lake town,51,Cumberland ,"12,093",511.6,23.64, ,"1,235",765,623,371,"2,785","2,710","1,071","1,073",762,497,175,26,,"5,397","4,270",122,328,45,680,"1,251", ,"10,040","2,053", ,"6,314",455,"1,392","2,737","1,203",466,55,6, ,"6,314",455,"4,129","1,730", ,"4,423",507,279,125,378,187,415,326,210,225,468,457,558,60,60,97,71, ,"$39,898 ", ,"$39,898 ","$38,922 ","$40,282 ", ,"$22,040 ", ,"4,423",925,"3,498", ,925,299,626, ,925,59,34,425,212,177,11,0,7,0, ,"2,988",859,"2,129", ,"7,300","1,280","6,020", ,698,187,511,61.0,0.9427,0.737964769,6.590024751,7.327989521
3764260,,Spruce Pine town,121,Mitchell ,"2,221",474.4,4.68, ,91,161,121,49,118,350,297,286,297,225,112,114,,"2,098",4,0,6,0,38,75, ,"1,974",247, ,"1,681",296,438,633,200,95,12,7, ,"1,681",296,"1,071",314, ,952,140,72,86,41,43,12,39,39,34,65,115,78,33,72,19,64, ,"$45,435 ", ,"$45,435 ","$60,682 ","$22,656 ", ,"$26,432 ", ,952,648,304, ,648,648,0, ,648,17,39,96,141,264,66,3,0,22, ,417,135,282, ,"1,343",328,"1,015", ,372,23,349,66.0,0.47456786,1.863197453,4.532603703,6.395801156
3764380,,Staley town,151,Randolph ,347,299.3,1.16, ,12,15,28,28,40,37,57,31,46,35,14,4,,251,38,0,0,0,18,40, ,326,21, ,224,24,96,90,8,4,0,2, ,224,24,186,14, ,137,6,7,2,14,12,11,5,3,8,30,18,5,10,6,0,0, ,"$50,083 ", ,"$50,083 ","$52,000 ","$29,375 ", ,"$19,670 ", ,137,104,33, ,104,88,16, ,104,4,2,25,35,32,1,3,0,2, ,83,9,74, ,211,26,185, ,53,5,48,58.0,0.75149488,,,
3764420,,Stallings town,179,Union ,"15,781","1,888.80",8.36, ,"1,073",849,"1,316",742,"1,263","1,681","2,248","2,614","1,898","1,248",653,196,,"12,676","1,818",0,760,12,115,400, ,"14,136","1,645", ,"10,538",670,"1,847","3,072","3,336","1,325",136,152, ,"10,538",670,"4,919","4,949", ,"5,511",70,151,90,102,200,106,113,175,163,418,755,685,658,497,633,695, ,"$90,012 ", ,"$90,012 ","$93,327 ","$65,931 ", ,"$38,779 ", ,"5,511","4,957",554, ,"4,957","4,014",943, ,"4,957",47,19,73,472,"2,448","1,757",122,0,19, ,"3,975",226,"3,749", ,"9,704",398,"9,306", ,"2,097",43,"2,054",,0.25016685,0.445369522,4.348659207,4.794028728
3764460,,Stanfield town,167,Stanly ,"1,421",317.9,4.47, ,77,100,67,61,101,193,166,228,216,104,71,37,,"1,386",11,5,0,0,3,16, ,"1,409",12, ,"1,015",79,349,364,143,63,4,13, ,"1,015",79,713,223, ,567,58,25,22,15,7,2,15,22,27,19,58,76,98,34,49,40, ,"$80,795 ", ,"$80,795 ","$92,604 ",, ,"$35,842 ", ,567,461,106, ,461,459,2, ,461,0,7,62,93,197,89,11,0,2, ,290,33,257, ,904,73,831, ,212,26,186,71.0,0.26986026,0.0,2.412731599,2.412731599
3764500,,Stanley town,71,Gaston ,"3,734","1,385.20",2.7, ,297,214,181,241,284,549,423,362,536,351,198,98,,"3,186",469,4,0,0,0,75, ,"3,584",150, ,"2,517",230,800,"1,008",374,91,7,7, ,"2,517",230,"1,808",479, ,"1,348",11,78,60,56,53,60,50,60,120,106,172,193,135,90,97,7, ,"$61,786 ", ,"$61,786 ","$74,214 ","$45,219 ", ,"$26,151 ", ,"1,348",986,362, ,986,841,145, ,986,21,75,179,198,450,53,10,0,0, ,900,70,830, ,"2,149",97,"2,052", ,547,36,511,72.0,0.31489594,0.0,1.175756131,1.175756131
3764560,,Stantonsburg town,195,Wilson ,531,903.4,0.59, ,12,21,21,6,36,48,71,72,162,57,13,12,,235,250,0,0,0,6,40, ,519,12, ,435,88,180,86,70,10,1,0, ,435,88,266,81, ,237,32,6,5,15,14,16,17,3,7,26,17,36,13,12,0,18, ,"$51,458 ", ,"$51,458 ","$57,679 ","$27,000 ", ,"$31,360 ", ,237,179,58, ,179,86,93, ,179,9,40,65,59,5,0,0,0,1, ,60,0,60, ,389,37,352, ,82,13,69,57.0,0.7376,0.440724323,4.521785868,4.962510191
3764580,,Star town,123,Montgomery ,"1,327","1,026.90",1.29, ,63,36,361,18,52,67,91,157,280,120,39,43,,709,442,1,9,0,166,0, ,971,356, ,797,231,199,226,107,34,0,0, ,797,231,425,141, ,383,25,20,18,21,19,108,9,19,18,6,24,63,14,6,11,2, ,"$32,258 ", ,"$32,258 ","$65,625 ","$31,332 ", ,"$15,898 ", ,383,221,162, ,221,169,52, ,221,12,18,65,55,62,9,0,0,0, ,478,27,451, ,627,125,502, ,156,24,132,46.0,0.81209998,,,
3764740,,Statesville city,97,Iredell ,"27,114","1,090.50",24.86, ,"1,415","1,761","2,063","1,191","2,251","3,717","3,892","3,488","3,138","2,234","1,402",562,,"14,614","9,720",240,905,119,927,589, ,"24,048","3,066", ,"18,433","2,421","5,012","6,005","3,529","1,151",191,124, ,"18,433","2,421","11,017","4,995", ,"10,963",847,500,644,877,716,934,650,564,375,924,"1,211","1,264",588,315,277,277, ,"$42,004 ", ,"$42,004 ","$62,404 ","$29,410 ", ,"$25,306 ", ,"10,963","5,712","5,251", ,"5,712","3,951","1,761", ,"5,712",152,263,817,"1,206","2,725",372,99,78,0, ,"6,377","1,953","4,424", ,"16,074","2,675","13,399", ,"3,955",334,"3,621",78.0,0.65818369,0.662855274,6.919270846,7.58212612
3764840,,Stedman town,51,Cumberland ,"1,666",987.1,1.69, ,83,145,114,55,163,244,258,150,249,140,54,11,,"1,422",106,16,11,0,0,111, ,"1,585",81, ,"1,106",25,361,345,243,124,3,5, ,"1,106",25,706,375, ,600,7,12,0,11,23,42,21,13,25,20,70,152,90,37,58,19, ,"$83,068 ", ,"$83,068 ","$83,864 ",, ,"$35,089 ", ,600,488,112, ,488,423,65, ,488,21,10,44,97,291,20,0,0,5, ,397,27,370, ,"1,064",39,"1,025", ,205,4,201,64.0,0.4789,0.0,6.521045236,6.521045236
